timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-09T07:40:45,codecarbon,1eae297a-5a5b-4e07-83d7-676eb3ca3921,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.045804199999111,2.920269934653743e-07,6.375550571149417e-06,42.5,0.0,5.898877143859863,4.078736805392206e-07,0.0,1.448174337881063e-09,4.093218548771017e-07,India,IND,,,,Windows-11-10.0.26100-SP0,3.12.1,2.8.3,12.0,12th Gen Intel(R) Core(TM) i5-12450H,,,79.0011,21.9974,15.730339050292969,machine,N,1.0
